class,title,wiki
0,Brill-Zinsser disease,brillzinser disease delayed relapse epidemic typhus caused rickettsia prowazekii. after patient contracts epidemic typhus fecal matter infected louse (pediculus humanus) rickettsia remain latent reactivate months years later symptoms similar even identical original attack typhus including maculopapular rash.[1] this reactivation event transmitted individuals fecal matter louse vector form focus new epidemic typhus.
0,Zinc deficiency,zinc deficiency occur soil plants animals. in animals including humans defined either qualitatively insufficient zinc meet needs body thereby causing clinical manifestations quantitatively serum zinc level normal range; however serum zinc reliable biomarker zinc status humans.[?][citation needed] zinc deficiency affects 2.2 billion people around world.[1]
0,heliophobia,heliophobia fear sun sunlight bright light. it type specific phobia.
0,basal ganglia diseases,basal ganglia disease refers group physical dysfunctions occur group nuclei brain known basal ganglia fail properly suppress unwanted movements properly prime upper motor neuron circuits initiate motor function.[1] research indicates increased output basal ganglia inhibits thalamocortical projection neurons. proper activation deactivation neurons integral component proper movement. if something causes much basal ganglia output thalamocortical projection neurons become inhibited one cannot initiate voluntary movement. these disorders known hypokinetic disorders. however disorder leading abnormally low output basal ganglia leads relatively inhibition thalamocortical projection neurons. this situation leads inability suppress unwanted movements. these disorders known hyperkinetic disorders.[2] currently reasons abnormal increases decreases basal ganglia output poorly understood. one possible factor could natural accumulation iron basal ganglia causing neurodegeneration due involvement toxic free-radical reactions.[3] though motor disorders common associated basal ganglia recent research shows basal ganglia disorders lead dysfunctions obsessive compulsive disorder (ocd) tourette syndrome.[4]
0,Ullrich disease,ullrich disease genetic extracellular matrix diseases skin characterized puffy skin.[1]
0,Jarisch-Herxheimer reaction,the jarischherxheimer reaction reaction endotoxin-like products released death harmful microorganisms within body antibiotic treatment.
0,rumination disorder,rumination syndrome merycism -diagnosed chronic motility disorder characterized effortless regurgitation meals following consumption due involuntary contraction muscles around abdomen.[1] there retching nausea heartburn odour abdominal pain associated regurgitation typical vomiting. the disorder historically documented affecting infants young children people cognitive disabilities (prevalence high 10% institutionalized patients various mental disabilities). today diagnosed increasing numbers otherwise healthy adolescents adults though lack awareness condition doctors patients general public.
0,Hand Foot Genital Syndrome,hand-foot-genital syndrome (hfgs) characterized limb malformations urogenital defects. mild bilateral shortening thumbs great toes caused primarily shortening distal phalanx /first metacarpal metatarsal common limb malformation results impaired dexterity apposition thumbs. urogenital abnormalities include abnormalities ureters urethra various degrees incomplete m_llerian fusion females hypospadias variable severity without chordee males. vesicoureteral reflux recurrent urinary tract infections chronic pyelonephritis common; fertility normal.[1]
0,Blau syndrome,blau syndrome characterized familial granulomatous arthritis uveitis skin granulomas comprising autosomal dominantly inherited syndrome overlaps sarcoidosis granuloma annulare.[1][2] restated blau syndrome rare autosomal dominant disorder characterized granulomatous polyarthritis panuveitis cranial neuropathies exanthema.[3] camptodactyly another feature crohn'disease occurs 30%.[4]
0,syringoma,syringomas harmless sweat duct tumors typically found clustered eyelids although may also found armpits abdomen neck groin area including genitals.[1]:663 they skin-colored yellowish firm rounded bumps 13&#160;mm diameter may confused milia hidrocystoma trichoepithelioma xanthelasma. they commonly found asian women.
0,Annuloaortic ectasia,annuloaortic ectasia dilation proximal ascending aorta aortic annulus. it may cause aortic regurgitation thoracic aortic dissection aneurysm rupture. it often associated marfan syndrome. it also complication due tertiary syphilis. in tertiary syphilis aortic root becomes dilated aortic valve becomes incompetent cor bovinum results.
0,Hemifacial hypertrophy,hemifacial hypertrophy (also termed facial hemihypertrophy[1] facial hemihyperplasia[1] friedreich'disease)[2] abbreviated (hfh) rare congenital disease characterized unilateral enlargement head teeth.[3][4] it classified true hfh (thfh) unilateral enlargement viscerocranium partial hfh (phfh) structures enlarged. hemifacial hypertrophy cause wide spectrum defects may involve muscle bone.[4] usually treated surgically.[5] it believed minor form hemihypertrophy.[6]
0,capgras_syndrome,"the capgras delusion (capgras syndrome) (/k_pr/ us&#160;dict:&#160;kpgr_)[1] disorder person holds delusion friend spouse parent close family member (pet) replaced identical-looking impostor. the capgras delusion classified delusional misidentification syndrome class delusional beliefs involves misidentification people places objects (usually conjunction).[2] it occur acute transient chronic forms. cases patients hold belief time ""warped"" ""substituted"" also reported.[3]"
0,lachiewicz sibley syndrome,lachiewiczsibley syndrome rare autosomal dominant disorder characterized preauricular pits renal disease. persons disease may hypoplasic kidneys proteinuria. this disease first described caucasian family british irish descent emigrated ohio 19th century settling nebraska. many members family still live nebraska although relatives scattered throughout country.
0,Mallory bodies,in histopathology mallory body mallory-denk body mallory'hyaline inclusion found cytoplasm liver cells.[1] mallory bodies damaged intermediate filaments within hepatocytes.
0,giant axonal neuropathy,giant axonal neuropathy rare autosomal recessive[1] neurological disorder causes disorganization neurofilaments. neurofilaments form structural framework helps define shape size neurons essential normal nerve function.
0,grover's disease,"grover'disease (gd) also known benign papular acantholytic dermatosis[1] transient acantholytic dermatosis[1] persistent acantholytic dermatosis[1] polymorphic pruritic papulovesicular dermatosis characterized histologically acantholysis[2]:529 without dyskeratosis.[3] once confirmed cases grover'disease last six twelve months originally called ""transient"". unfortunately may last much longer. nevertheless confused relapsing linear acantholytic dermatosis."
0,stimmler syndrome,stimmler syndrome rare autosomal recessive[1] congenital disorder first described stimmler et al. 1970.[2] it characterized dwarfism diabetes small head high levels alanine urine.[3]
0,Proximal femoral focal deficiency,proximal femoral focal deficiency (pffd) also known congenital femoral deficiency (cfd)[1] rare non-hereditary birth defect affects pelvis particularly hip bone proximal femur. the disorder may affect one side hip deformed leg shortened.
0,setleis_syndrome,setleis syndrome cutaneous condition characterized double upper absent lower lashes.[1]
0,Tardive Dyskinesia,tardive dyskinesia /trdv dskni/ difficult--treat often incurable form dyskinesia disorder resulting involuntary repetitive body movements. in form dyskinesia involuntary movements tardive meaning slow belated onset.[1] this neurological disorder frequently occurs result long-term high-dose use antipsychotic drugs[note 1] children infants side effect usage drugs gastrointestinal disorders.[note 2][2]
0,Primary Hyperparathyroidism,primary hyperparathyroidism usually caused tumor within parathyroid gland. the symptoms condition relate elevated calcium levels cause digestive symptoms kidney stones psychiatric abnormalities bone disease.
